City,Country code,timezone,Clouds,Precipitation,Pressure,Relative Humidity,Temperature,UV Index,Wind Speed,Local Time,UTC Time
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,58,1.5,1006,93,28.9,1.0,2.0,2023-07-08T06:00:00,2023-07-07T23:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,50,2.5,1007,96,28.6,1.3,2.0,2023-07-08T07:00:00,2023-07-08T00:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,66,3.75,1007,94,28.6,2.0,1.66,2023-07-08T08:00:00,2023-07-08T01:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,83,9.0,1007,92,28.7,3.7,1.33,2023-07-08T09:00:00,2023-07-08T02:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,100,4.25,1008,91,28.7,7.2,1.0,2023-07-08T10:00:00,2023-07-08T03:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,87,2.0,1006,85,30.3,5.6,1.33,2023-07-08T11:00:00,2023-07-08T04:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,75,0.5,1005,79,32.0,5.2,1.66,2023-07-08T12:00:00,2023-07-08T05:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,62,0.0,1004,74,33.6,4.9,2.0,2023-07-08T13:00:00,2023-07-08T06:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,58,0.0,1004,71,34.1,4.4,2.0,2023-07-08T14:00:00,2023-07-08T07:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,54,0.0,1003,68,34.7,3.9,2.0,2023-07-08T15:00:00,2023-07-08T08:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,50,0.0,1002,65,35.2,3.2,2.0,2023-07-08T16:00:00,2023-07-08T09:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,54,0.0,1003,69,34.2,1.5,2.33,2023-07-08T17:00:00,2023-07-08T10:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,58,0.0,1004,74,33.2,0.8,2.66,2023-07-08T18:00:00,2023-07-08T11:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,62,0.0,1005,79,32.2,0.0,3.0,2023-07-08T19:00:00,2023-07-08T12:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,58,0.0,1005,82,30.3,0.0,2.33,2023-07-08T20:00:00,2023-07-08T13:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,54,0.5,1006,85,28.4,0.0,1.66,2023-07-08T21:00:00,2023-07-08T14:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,50,0.25,1006,89,26.5,0.0,1.0,2023-07-08T22:00:00,2023-07-08T15:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,41,0.0,1006,88,26.7,0.0,1.0,2023-07-08T23:00:00,2023-07-08T16:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,33,0.0,1006,86,26.8,0.0,1.0,2023-07-09T00:00:00,2023-07-08T17:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,25,0.0,1007,85,27.0,0.0,1.0,2023-07-09T01:00:00,2023-07-08T18:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,33,0.0,1006,85,26.9,0.0,0.66,2023-07-09T02:00:00,2023-07-08T19:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,41,0.0,1006,84,26.7,0.0,0.33,2023-07-09T03:00:00,2023-07-08T20:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,50,0.0,1005,84,26.6,0.0,1.2,2023-07-09T04:00:00,2023-07-08T21:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,62,0.0,1006,84,27.1,0.0,0.8,2023-07-09T05:00:00,2023-07-08T22:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,75,0.0,1006,84,27.5,0.7,1.6,2023-07-09T06:00:00,2023-07-08T23:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,87,0.0,1006,83,28.0,0.9,1.6,2023-07-09T07:00:00,2023-07-09T00:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,87,0.0,1007,75,29.3,1.4,0.33,2023-07-09T08:00:00,2023-07-09T01:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,87,0.0,1007,68,30.7,2.2,0.66,2023-07-09T09:00:00,2023-07-09T02:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,87,0.5,1007,61,32.0,3.3,1.0,2023-07-09T10:00:00,2023-07-09T03:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,87,0.25,1007,61,32.6,4.0,1.33,2023-07-09T11:00:00,2023-07-09T04:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,87,4.0,1006,60,33.1,4.1,1.66,2023-07-09T12:00:00,2023-07-09T05:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,87,0.25,1006,60,33.7,3.6,2.0,2023-07-09T13:00:00,2023-07-09T06:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,87,0.0,1005,58,34.0,3.1,2.0,2023-07-09T14:00:00,2023-07-09T07:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,87,0.25,1005,56,34.3,2.3,2.0,2023-07-09T15:00:00,2023-07-09T08:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,87,0.0,1004,54,34.6,1.6,2.0,2023-07-09T16:00:00,2023-07-09T09:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,83,0.0,1004,61,33.9,0.9,2.0,2023-07-09T17:00:00,2023-07-09T10:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,79,0.0,1004,68,33.2,0.8,2.0,2023-07-09T18:00:00,2023-07-09T11:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,75,0.0,1005,77,32.5,0.0,2.0,2023-07-09T19:00:00,2023-07-09T12:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,70,0.25,1005,82,30.2,0.0,2.0,2023-07-09T20:00:00,2023-07-09T13:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,66,0.25,1006,89,28.0,0.0,2.0,2023-07-09T21:00:00,2023-07-09T14:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,62,0.0,1007,95,25.7,0.0,2.0,2023-07-09T22:00:00,2023-07-09T15:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,62,0.0,1006,92,26.1,0.0,2.0,2023-07-09T23:00:00,2023-07-09T16:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,62,0.0,1006,88,26.6,0.0,2.0,2023-07-10T00:00:00,2023-07-09T17:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,62,0.5,1006,85,27.0,0.0,2.0,2023-07-10T01:00:00,2023-07-09T18:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,62,0.0,1006,85,27.0,0.0,2.0,2023-07-10T02:00:00,2023-07-09T19:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,62,0.0,1006,84,27.0,0.0,2.0,2023-07-10T03:00:00,2023-07-09T20:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,62,0.0,1006,84,27.0,0.0,2.0,2023-07-10T04:00:00,2023-07-09T21:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,66,0.0,1006,85,27.3,0.0,2.0,2023-07-10T05:00:00,2023-07-09T22:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,70,0.0,1006,85,27.7,0.8,2.0,2023-07-10T06:00:00,2023-07-09T23:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,75,0.0,1007,86,28.0,1.0,2.0,2023-07-10T07:00:00,2023-07-10T00:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,70,0.0,1006,79,29.3,1.3,1.33,2023-07-10T08:00:00,2023-07-10T01:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,66,0.0,1006,72,30.7,2.1,0.66,2023-07-10T09:00:00,2023-07-10T02:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,62,0.0,1006,66,32.0,3.2,1.6,2023-07-10T10:00:00,2023-07-10T03:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,70,0.0,1005,63,32.7,3.9,1.6,2023-07-10T11:00:00,2023-07-10T04:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,79,0.0,1005,61,33.3,4.3,2.0,2023-07-10T12:00:00,2023-07-10T05:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,87,0.0,1004,58,34.0,4.1,2.4,2023-07-10T13:00:00,2023-07-10T06:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,83,0.0,1004,56,34.5,3.4,2.8,2023-07-10T14:00:00,2023-07-10T07:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,79,0.0,1003,54,35.1,2.4,2.8,2023-07-10T15:00:00,2023-07-10T08:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,75,0.0,1002,53,35.6,1.6,2.8,2023-07-10T16:00:00,2023-07-10T09:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,70,0.0,1003,57,34.6,1.0,1.0,2023-07-10T17:00:00,2023-07-10T10:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,66,0.0,1003,61,33.5,0.9,2.0,2023-07-10T18:00:00,2023-07-10T11:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,62,0.0,1003,66,32.5,0.0,3.0,2023-07-10T19:00:00,2023-07-10T12:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,54,0.0,1004,71,30.7,0.0,2.0,2023-07-10T20:00:00,2023-07-10T13:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,45,0.0,1004,77,29.0,0.0,1.0,2023-07-10T21:00:00,2023-07-10T14:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,37,0.0,1005,84,27.2,0.0,4.0,2023-07-10T22:00:00,2023-07-10T15:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,45,0.0,1005,85,27.9,0.0,0.66,2023-07-10T23:00:00,2023-07-10T16:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,54,0.0,1004,86,28.5,0.0,1.33,2023-07-11T00:00:00,2023-07-10T17:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,62,0.25,1004,87,29.2,0.0,2.0,2023-07-11T01:00:00,2023-07-10T18:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,50,0.0,1004,85,28.5,0.0,1.33,2023-07-11T02:00:00,2023-07-10T19:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,37,0.0,1004,83,27.9,0.0,0.66,2023-07-11T03:00:00,2023-07-10T20:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,25,0.0,1005,82,27.2,0.0,2.4,2023-07-11T04:00:00,2023-07-10T21:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,25,0.0,1005,83,27.8,0.0,1.6,2023-07-11T05:00:00,2023-07-10T22:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,36,0.0,1005,85,28.4,1.5,1.6,2023-07-11T06:00:00,2023-07-10T23:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,40,0.0,1005,86,29.0,1.8,1.2,2023-07-11T07:00:00,2023-07-11T00:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,21,0.0,1005,81,30.2,3.4,0.66,2023-07-11T08:00:00,2023-07-11T01:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,9,0.0,1005,76,31.5,6.0,1.33,2023-07-11T09:00:00,2023-07-11T02:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,1,0.5,1005,71,32.7,9.0,2.0,2023-07-11T10:00:00,2023-07-11T03:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,10,0.25,1005,64,32.9,10.4,2.0,2023-07-11T11:00:00,2023-07-11T04:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,15,0.0,1004,58,33.0,10.8,2.0,2023-07-11T12:00:00,2023-07-11T05:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,22,0.0,1003,52,33.2,9.6,2.0,2023-07-11T13:00:00,2023-07-11T06:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,18,0.0,1003,51,34.3,8.1,1.66,2023-07-11T14:00:00,2023-07-11T07:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,31,0.0,1002,50,35.5,5.2,1.33,2023-07-11T15:00:00,2023-07-11T08:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,77,0.0,1002,48,36.6,2.0,1.0,2023-07-11T16:00:00,2023-07-11T09:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,75,0.0,1002,54,35.3,1.3,1.66,2023-07-11T17:00:00,2023-07-11T10:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,69,0.0,1002,61,34.0,1.1,2.33,2023-07-11T18:00:00,2023-07-11T11:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,25,0.0,1002,69,32.7,0.0,3.0,2023-07-11T19:00:00,2023-07-11T12:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,37,0.0,1003,73,32.1,0.0,3.0,2023-07-11T20:00:00,2023-07-11T13:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,50,0.0,1004,78,31.6,0.0,3.0,2023-07-11T21:00:00,2023-07-11T14:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,62,0.0,1004,84,31.0,0.0,3.0,2023-07-11T22:00:00,2023-07-11T15:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,62,0.0,1004,85,30.7,0.0,2.0,2023-07-11T23:00:00,2023-07-11T16:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,62,0.0,1004,86,30.3,0.0,1.0,2023-07-12T00:00:00,2023-07-11T17:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,62,0.0,1004,88,30.0,0.0,2.8,2023-07-12T01:00:00,2023-07-11T18:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,7,0.0,1004,85,29.7,0.0,0.66,2023-07-12T02:00:00,2023-07-11T19:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,5,0.0,1004,83,29.3,0.0,1.33,2023-07-12T03:00:00,2023-07-11T20:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,12,0.0,1004,81,29.0,0.0,2.0,2023-07-12T04:00:00,2023-07-11T21:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,12,0.0,1004,84,29.2,0.0,1.66,2023-07-12T05:00:00,2023-07-11T22:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,20,0.0,1004,87,29.5,1.8,1.33,2023-07-12T06:00:00,2023-07-11T23:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,37,0.0,1005,90,29.7,1.9,1.0,2023-07-12T07:00:00,2023-07-12T00:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,45,0.0,1005,79,31.0,2.8,1.33,2023-07-12T08:00:00,2023-07-12T01:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,31,0.0,1005,71,32.4,5.0,1.66,2023-07-12T09:00:00,2023-07-12T02:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,37,0.0,1005,63,33.7,6.7,2.0,2023-07-12T10:00:00,2023-07-12T03:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,27,0.0,1004,56,34.7,9.1,2.0,2023-07-12T11:00:00,2023-07-12T04:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,25,0.0,1003,50,35.7,10.0,2.0,2023-07-12T12:00:00,2023-07-12T05:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,25,0.0,1003,45,36.7,9.9,2.0,2023-07-12T13:00:00,2023-07-12T06:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,25,0.0,1002,45,36.8,8.0,2.0,2023-07-12T14:00:00,2023-07-12T07:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,25,0.0,1001,44,36.9,5.4,2.0,2023-07-12T15:00:00,2023-07-12T08:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,25,0.0,1001,44,37.0,3.0,2.0,2023-07-12T16:00:00,2023-07-12T09:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,37,0.0,1001,46,36.4,1.8,2.0,2023-07-12T17:00:00,2023-07-12T10:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,50,0.0,1001,48,35.8,1.6,2.0,2023-07-12T18:00:00,2023-07-12T11:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,62,0.0,1001,51,35.2,0.0,2.0,2023-07-12T19:00:00,2023-07-12T12:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,62,0.0,1002,58,34.0,0.0,2.33,2023-07-12T20:00:00,2023-07-12T13:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,62,1.25,1003,66,32.9,0.0,2.66,2023-07-12T21:00:00,2023-07-12T14:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,62,4.25,1005,75,31.7,0.0,3.0,2023-07-12T22:00:00,2023-07-12T15:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,75,5.75,1004,80,30.0,0.0,2.66,2023-07-12T23:00:00,2023-07-12T16:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,87,4.5,1004,85,28.4,0.0,2.33,2023-07-13T00:00:00,2023-07-12T17:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,100,2.5,1004,91,26.7,0.0,2.0,2023-07-13T01:00:00,2023-07-12T18:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,87,2.5,1004,89,26.9,0.0,2.0,2023-07-13T02:00:00,2023-07-12T19:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,75,1.75,1003,87,27.0,0.0,2.0,2023-07-13T03:00:00,2023-07-12T20:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,62,0.25,1003,86,27.2,0.0,2.0,2023-07-13T04:00:00,2023-07-12T21:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,50,0.0,1003,86,27.7,0.0,1.66,2023-07-13T05:00:00,2023-07-12T22:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,37,0.0,1003,87,28.2,1.9,1.33,2023-07-13T06:00:00,2023-07-12T23:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,25,0.0,1003,87,28.7,2.5,1.0,2023-07-13T07:00:00,2023-07-13T00:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,25,0.0,1003,74,30.1,3.8,1.33,2023-07-13T08:00:00,2023-07-13T01:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,25,0.0,1003,62,31.6,6.3,1.66,2023-07-13T09:00:00,2023-07-13T02:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,25,0.0,1004,53,33.0,8.7,2.0,2023-07-13T10:00:00,2023-07-13T03:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,25,0.0,1003,51,33.9,4.8,2.33,2023-07-13T11:00:00,2023-07-13T04:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,25,0.0,1002,50,34.7,5.2,2.66,2023-07-13T12:00:00,2023-07-13T05:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,25,0.0,1002,49,35.6,5.4,3.0,2023-07-13T13:00:00,2023-07-13T06:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,37,0.0,1001,48,35.8,4.5,2.33,2023-07-13T14:00:00,2023-07-13T07:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,50,0.0,1000,48,36.0,3.6,1.66,2023-07-13T15:00:00,2023-07-13T08:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,62,0.0,1000,47,36.2,2.3,1.0,2023-07-13T16:00:00,2023-07-13T09:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,70,0.0,1000,49,35.6,2.1,1.0,2023-07-13T17:00:00,2023-07-13T10:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,79,0.0,1000,51,35.1,1.7,1.0,2023-07-13T18:00:00,2023-07-13T11:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,87,0.0,1000,53,34.5,0.0,1.0,2023-07-13T19:00:00,2023-07-13T12:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,79,0.0,1001,60,33.5,0.0,1.66,2023-07-13T20:00:00,2023-07-13T13:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,70,0.0,1002,67,32.5,0.0,2.33,2023-07-13T21:00:00,2023-07-13T14:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,62,0.0,1003,75,31.5,0.0,3.0,2023-07-13T22:00:00,2023-07-13T15:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,74,0.0,1003,79,31.1,0.0,3.0,2023-07-13T23:00:00,2023-07-13T16:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,58,0.0,1002,83,30.6,0.0,3.0,2023-07-14T00:00:00,2023-07-13T17:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,55,0.0,1002,88,30.2,0.0,3.0,2023-07-14T01:00:00,2023-07-13T18:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,48,0.0,1002,87,30.3,0.0,2.83,2023-07-14T02:00:00,2023-07-13T19:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,38,0.0,1002,87,30.3,0.0,2.66,2023-07-14T03:00:00,2023-07-13T20:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,42,0.0,1002,87,30.4,0.0,2.5,2023-07-14T04:00:00,2023-07-13T21:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,43,0.0,1003,87,30.4,0.0,2.33,2023-07-14T05:00:00,2023-07-13T22:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,60,0.0,1003,86,30.4,1.2,2.16,2023-07-14T06:00:00,2023-07-13T23:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,75,0.0,1003,86,30.5,1.8,2.0,2023-07-14T07:00:00,2023-07-14T00:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,79,0.0,1003,79,31.6,2.5,2.0,2023-07-14T08:00:00,2023-07-14T01:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,83,0.0,1003,72,32.6,4.3,2.0,2023-07-14T09:00:00,2023-07-14T02:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,87,0.0,1003,66,33.7,6.6,2.0,2023-07-14T10:00:00,2023-07-14T03:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,87,0.75,1003,65,33.8,7.9,2.0,2023-07-14T11:00:00,2023-07-14T04:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,87,0.0,1002,64,33.9,6.7,2.0,2023-07-14T12:00:00,2023-07-14T05:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,87,0.0,1002,63,34.0,4.1,2.0,2023-07-14T13:00:00,2023-07-14T06:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,87,0.0,1001,61,34.5,4.2,2.0,2023-07-14T14:00:00,2023-07-14T07:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,87,0.0,1000,58,35.1,2.9,2.0,2023-07-14T15:00:00,2023-07-14T08:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,87,0.0,999,55,35.6,2.2,2.0,2023-07-14T16:00:00,2023-07-14T09:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,83,0.0,1000,60,33.4,1.5,1.66,2023-07-14T17:00:00,2023-07-14T10:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,79,0.0,1001,66,31.2,1.4,1.33,2023-07-14T18:00:00,2023-07-14T11:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,75,0.0,1002,72,29.0,0.0,1.0,2023-07-14T19:00:00,2023-07-14T12:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,54,0.0,1002,78,28.2,0.0,0.66,2023-07-14T20:00:00,2023-07-14T13:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,33,0.0,1002,84,27.5,0.0,0.33,2023-07-14T21:00:00,2023-07-14T14:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,12,0.0,1002,91,26.7,0.0,1.6,2023-07-14T22:00:00,2023-07-14T15:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,16,0.0,1002,90,26.9,0.0,1.2,2023-07-14T23:00:00,2023-07-14T16:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,20,0.0,1002,90,27.0,0.0,1.2,2023-07-15T00:00:00,2023-07-14T17:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,25,0.0,1002,89,27.2,0.0,2.0,2023-07-15T01:00:00,2023-07-14T18:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,25,0.0,1001,89,27.2,0.0,2.0,2023-07-15T02:00:00,2023-07-14T19:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,25,0.0,1001,90,27.2,0.0,1.2,2023-07-15T03:00:00,2023-07-14T20:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,25,0.0,1001,90,27.2,0.0,2.0,2023-07-15T04:00:00,2023-07-14T21:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,37,0.0,1001,91,27.3,0.0,2.0,2023-07-15T05:00:00,2023-07-14T22:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,50,0.0,1002,91,27.5,1.2,2.4,2023-07-15T06:00:00,2023-07-14T23:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,62,0.0,1002,92,27.6,1.3,2.4,2023-07-15T07:00:00,2023-07-15T00:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,66,0.0,1002,82,29.3,1.8,0.66,2023-07-15T08:00:00,2023-07-15T01:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,70,0.0,1002,73,30.9,3.4,1.33,2023-07-15T09:00:00,2023-07-15T02:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,75,0.0,1002,65,32.6,5.5,2.0,2023-07-15T10:00:00,2023-07-15T03:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,75,0.0,1002,65,32.7,6.9,2.0,2023-07-15T11:00:00,2023-07-15T04:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,75,0.0,1001,65,32.9,8.4,2.0,2023-07-15T12:00:00,2023-07-15T05:00:00
Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,75,0.0,1001,65,33.0,5.9,2.0,2023-07-15T13:00:00,2023-07-15T06:00:00
